accuracy,loss,val_accuracy,val_loss,learning_rate
0.5037946701049805,1.3603137731552124,0.3285714387893677,1.610671043395996,0.0005000000237487257
0.5877231955528259,1.090714693069458,0.47232142090797424,1.3792366981506348,0.0005000000237487257
0.6361607313156128,0.9288337826728821,0.6508928537368774,0.8945132493972778,0.0005000000237487257
0.6743303537368774,0.8247610926628113,0.5455357432365417,1.282819390296936,0.0005000000237487257
0.7002232074737549,0.7766993641853333,0.7107142806053162,0.6928353905677795,0.0005000000237487257
0.7120535969734192,0.7437015175819397,0.6383928656578064,0.9440658688545227,0.0005000000237487257
0.7381696701049805,0.6698290705680847,0.8080357313156128,0.5092134475708008,0.0005000000237487257
0.7459821701049805,0.673023521900177,0.78125,0.5582245588302612,0.0005000000237487257
0.7484375238418579,0.6506654620170593,0.7633928656578064,0.6299576759338379,0.0005000000237487257
0.7770089507102966,0.6000583171844482,0.6616071462631226,0.9078691005706787,0.0005000000237487257
0.7627232074737549,0.6251998543739319,0.5928571224212646,1.1752949953079224,0.0005000000237487257
0.7667410969734192,0.6153534054756165,0.7544642686843872,0.6555161476135254,0.0005000000237487257
0.793749988079071,0.5438878536224365,0.7223214507102966,0.7879184484481812,0.0005000000237487257
0.8006696701049805,0.5142911076545715,0.7044642567634583,0.8484751582145691,0.0005000000237487257
0.824999988079071,0.46922579407691956,0.7392857074737549,0.6931397318840027,0.0002500000118743628
0.828125,0.465966135263443,0.8508928418159485,0.4115768373012543,0.0002500000118743628
0.8321428298950195,0.45288515090942383,0.7446428537368774,0.6979933381080627,0.0002500000118743628
0.8439732193946838,0.4271508753299713,0.8330357074737549,0.4427107274532318,0.0002500000118743628
0.8473214507102966,0.4220709502696991,0.8705357313156128,0.35462045669555664,0.0002500000118743628
0.8457589149475098,0.41594451665878296,0.8678571581840515,0.3499727249145508,0.0002500000118743628
0.8491071462631226,0.4067326784133911,0.8714285492897034,0.3566378355026245,0.0002500000118743628
0.8544642925262451,0.4007897973060608,0.5883928537368774,1.4614925384521484,0.0002500000118743628
0.8584821224212646,0.38523930311203003,0.7883928418159485,0.5725581049919128,0.0002500000118743628
0.8604910969734192,0.3599225580692291,0.8241071701049805,0.46003368496894836,0.0002500000118743628
0.870312511920929,0.3531430661678314,0.8955357074737549,0.2913767993450165,0.0002500000118743628
0.8732143044471741,0.33928102254867554,0.7383928298950195,0.8746151328086853,0.0002500000118743628
0.8687499761581421,0.35762399435043335,0.8919642567634583,0.29409995675086975,0.0002500000118743628
0.8758928775787354,0.3469058573246002,0.8580357432365417,0.37320762872695923,0.0002500000118743628
0.8754464387893677,0.33826252818107605,0.8464285731315613,0.43114104866981506,0.0002500000118743628
0.8808035850524902,0.31255319714546204,0.8455356955528259,0.42946845293045044,0.0002500000118743628
0.8908482193946838,0.30302709341049194,0.8705357313156128,0.34045660495758057,0.0002500000118743628
0.9020089507102966,0.2876727879047394,0.8732143044471741,0.3521207869052887,0.0002500000118743628
0.8968750238418579,0.2789980173110962,0.9071428775787354,0.2468138486146927,0.0001250000059371814
0.9051339030265808,0.2570401132106781,0.9285714030265808,0.21538184583187103,0.0001250000059371814
0.9087053537368774,0.2598436772823334,0.9008928537368774,0.2546110451221466,0.0001250000059371814
0.910937488079071,0.24959874153137207,0.9160714149475098,0.23561780154705048,0.0001250000059371814
0.9111607074737549,0.2504788935184479,0.9303571581840515,0.19562871754169464,0.0001250000059371814
0.9149553775787354,0.23104801774024963,0.9098214507102966,0.23816338181495667,0.0001250000059371814
0.9169642925262451,0.2362518310546875,0.8919642567634583,0.31719571352005005,0.0001250000059371814
0.921875,0.22540196776390076,0.8883928656578064,0.3250003457069397,0.0001250000059371814
